Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Collision Type,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Vehicle Year,Vehicle Make
MCP3160004S,230034385,Montgomery County Police,Property Damage Crash,7/18/2023 14:10,SAME DIRECTION SIDESWIPE,736B22E3-A910-4922-BF36-39380253EA8D,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,DC,B75AE6C7-E768-49ED-92B7-FD81B7A6762E,SUPERFICIAL,EIGHT OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,30,2008,HONDA
MCP1233005D,230068223,Montgomery County Police,Property Damage Crash,11/25/2023 15:50,STRAIGHT MOVEMENT ANGLE,D0960A60-78C1-41BC-90F4-478D53F6A84F,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,A94CD039-9CB9-4EB2-A1F1-F4D342B1418D,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,35,2013,SUBA
MCP3113005F,230058646,Montgomery County Police,Property Damage Crash,10/5/2023 7:30,SINGLE VEHICLE,683BD5F8-A9EF-4DFC-B038-D347201DD8CB,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,F7072962-B661-4829-848F-23BE8ACE2D1B,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,30,2014,HYUNDAI
MCP3280004B,230070601,Montgomery County Police,Property Damage Crash,12/2/2023 0:00,OTHER,8BA4CE74-4D7E-463B-960C-28A85D5A72DD,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,15FEB8F1-88DA-423C-B492-15969C0EF5A6,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,PARKING,North,10,2007,TOYOTA
DM8494003D,230059136,Takoma Park Police Depart,Injury Crash,10/7/2023 15:52,SAME DIR REAR END,3218CA84-9F0A-4BDE-8009-04AD7495B9DC,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,F14C4E71-92F0-4C14-BEF9-B28C9C5AACA3,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STARTING FROM LANE,North,35,2016,INFINITI
MCP3021006T,230054582,Montgomery County Police,Property Damage Crash,9/13/2023 10:00,SAME DIR REAR END,39D18F01-BE34-4C19-8932-C2479D3629F2,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,8E5B4C5F-7307-44D0-9933-75EAF151C606,DISABLING,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,50,2021,TESLA
EJ78660093,200042803,Gaithersburg Police Depar,Injury Crash,10/30/2020 13:30,HEAD ON LEFT TURN,503ED941-7BFC-4769-A77C-8FEB766411EF,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,EFB4D30D-F8C1-466C-AB07-12B41D5B3614,FUNCTIONAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,25,2002,SUZI
MCP913000H7,230067237,Montgomery County Police,Property Damage Crash,11/19/2023 12:53,SAME DIRECTION RIGHT TURN,93C41A06-F216-48F9-8EDB-AFD2FA1C8B08,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,AB96C42F-E775-4A89-8132-2A006EB18984,FUNCTIONAL,ONE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,West,25,2014,TOYOTA
MCP22700020,230049408,Montgomery County Police,Property Damage Crash,8/14/2023 14:25,STRAIGHT MOVEMENT ANGLE,B12E3290-F9D4-45CD-8E8A-5B63CB58D481,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,44C41830-BB25-42C0-922B-99E5A0997007,DISABLING,EIGHT OCLOCK,POLICE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,West,30,2014,HOND
MCP3360000V,230052566,Montgomery County Police,Property Damage Crash,9/1/2023 7:51,SAME DIRECTION SIDESWIPE,580EEA53-0285-43BE-8B79-D7010D0AEFCE,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,4496E769-007C-43E1-B911-097ED67F23FA,SUPERFICIAL,EIGHT OCLOCK,SCHOOL BUS,MAKING LEFT TURN,North,35,2020,THMS
MCP26870043,230055358,Montgomery County Police,Property Damage Crash,9/17/2023 10:39,SAME DIRECTION SIDESWIPE,DAEDB75E-E3D8-400B-967A-A72C33FFC904,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,2D3C836C-0D78-4D11-B38F-BFC6DBD0720A,DISABLING,NINE OCLOCK,PASSENGER CAR,STARTING FROM LANE,North,25,2023,HYUNDAI
MCP295400DL,230049818,Montgomery County Police,Property Damage Crash,8/16/2023 18:46,OTHER,53B1C584-8487-4549-9A49-E1693E7D93E1,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,3646B45D-0469-4EC3-ADA1-341DB3CBCF7C,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,0,2015,HONDA
MCP3289002V,230065800,Montgomery County Police,Injury Crash,11/11/2023 15:00,STRAIGHT MOVEMENT ANGLE,ED7387E8-5E3E-4319-AB3E-79FC1B0CD368,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,7934C8D9-8088-4E0E-851D-081529E4A56A,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,2016,SUBARU
MCP3339002P,230058004,Montgomery County Police,Injury Crash,10/2/2023 9:45,STRAIGHT MOVEMENT ANGLE,31B98223-1EFE-4D52-A920-7F9DBEE4D19F,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,190028F4-123C-4C48-B8E8-42186CA4C120,DESTROYED,NINE OCLOCK,VAN,MOVING CONSTANT SPEED,South,35,2017,CHRYSLEY
MCP3212003V,220048242,Montgomery County Police,Property Damage Crash,11/2/2022 14:51,OTHER,9CCAF41A-88EE-4F55-B577-63DCAF9AA084,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,7DDF1154-150F-46CF-9D24-7AEF2195EE58,FUNCTIONAL,EIGHT OCLOCK,PASSENGER CAR,PARKED,,10,2007,HOND
MCP91180045,230056023,Montgomery County Police,Property Damage Crash,9/20/2023 23:59,SAME DIRECTION SIDESWIPE,2B5101DC-A600-4867-9C13-FC90E40D3A7F,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,49ACB856-738D-4FF4-9F69-1048DAB7458B,DISABLING,ONE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,West,30,2017,ACURA
MCP289200F9,230057945,Montgomery County Police,Injury Crash,10/1/2023 21:54,OTHER,57E1D45C-1D7D-468F-BAC2-9232D5ED9763,Yes,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,DFA5D571-D505-4D2E-AF2C-5410C74897D6,DISABLING,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM PARKED,Unknown,0,2009,NISSAN
MCP9386009R,230066642,Montgomery County Police,Property Damage Crash,11/16/2023 9:15,SAME DIR REAR END,1C4F5AD9-B621-4116-A4B9-DD122888D7F0,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,D5700B96-6E6F-4C4B-BB6A-1152DE0587EE,SUPERFICIAL,TWELVE OCLOCK,SCHOOL BUS,STOPPED IN TRAFFIC LANE,East,15,2016,THOMAS
MCP30910044,230057851,Montgomery County Police,Property Damage Crash,10/1/2023 12:46,STRAIGHT MOVEMENT ANGLE,D0C93750-176D-451B-8B84-CCFDC750EAB8,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,A8F17174-D486-4B93-A386-DDD0E03270F3,FUNCTIONAL,TWELVE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,South,40,2021,TOYOTA
MCP3279002S,230063482,Montgomery County Police,Injury Crash,10/30/2023 19:35,SAME DIR REAR END,A461CFE2-95EC-4D80-9B87-68DFD6926DA5,No,SUSPECTED MINOR INJURY,"N/A, WET",NOT DISTRACTED,MD,F58C49FE-8A3B-4A5E-89C1-6D882E7C8F1D,DISABLING,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,40,2020,GMC
MCP3136006G,230034724,Montgomery County Police,Property Damage Crash,7/21/2023 10:10,SAME DIRECTION SIDESWIPE,F0F85292-8C0B-4022-9551-5D725AE98FFD,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,59791C1E-6C68-4EE2-A026-1C418B399764,SUPERFICIAL,ONE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,35,2018,MAZD
EJ78750044,230064425,Gaithersburg Police Depar,Property Damage Crash,11/4/2023 17:27,SAME DIRECTION SIDESWIPE,4BD12BA3-FA4F-4580-84A0-FC0BCE1187FF,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,82383A40-C087-488D-839B-9DBD349575F3,SUPERFICIAL,TEN OCLOCK,TRANSIT BUS,STOPPED IN TRAFFIC LANE,South,30,2016,GILL
MCP2780007H,230071164,Montgomery County Police,Injury Crash,12/11/2023 18:30,STRAIGHT MOVEMENT ANGLE,37BB20D1-0D08-4E41-8892-49C1CF064DE1,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,82458D61-3D33-45CE-958A-1A518773E54A,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,15,2009,HOND
MCP3362001V,230046331,Montgomery County Police,Property Damage Crash,7/25/2023 13:07,SAME DIR REAR END,AB8E4A0E-4E37-4651-B4DF-55576F56B371,Yes,NO APPARENT INJURY,"BACKUP DUE TO REGULAR CONGESTION, N/A",UNKNOWN,MD,DDEE4D40-56AA-4DBC-B5FB-A706E931D4EA,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,55,2013,TOYOTA
MCP3300002L,230074431,Montgomery County Police,Property Damage Crash,12/31/2023 22:00,HEAD ON LEFT TURN,AA5FAE6A-9EBF-475D-BCE3-371D47F2D316,Yes,NO APPARENT INJURY,N/A,UNKNOWN,XX,D9D431FB-D6B8-4203-9344-9C6BFFEFAF33,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,40,2015,HONDA
MCP209400MV,230064842,Montgomery County Police,Property Damage Crash,11/7/2023 8:38,SAME DIR REAR END,99AFB2C6-5B7C-4FBA-A011-0B40DB12CFD8,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,D10F42B1-D794-44F5-9209-1B5EDCA23AF5,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,40,2013,TESLA
MCP2892002W,170528066,Montgomery County Police,Injury Crash,8/31/2017 20:57,STRAIGHT MOVEMENT ANGLE,B65E925A-7A7B-49A8-BF68-C4A7436F6ED6,Yes,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,22334AB8-234F-4F8C-96E4-D48DD5049A7B,DISABLING,TWELVE OCLOCK,POLICE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,North,35,2013,HONDA
MCP3209004H,230067196,Montgomery County Police,Property Damage Crash,11/19/2023 19:08,SAME DIRECTION RIGHT TURN,7FDB8765-6A88-494B-86B8-C1CB36BC3FAE,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,D17188B0-491F-43C9-B5F7-A883D44CE728,SUPERFICIAL,EIGHT OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,45,2016,BMW
MCP3230004M,230055274,Montgomery County Police,Property Damage Crash,9/16/2023 18:40,SAME DIR REAR END,BDCED71E-DDA0-49B1-8B64-6263395DED50,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,83BD242D-2237-4D6F-AF64-89D143A308DB,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,35,2021,TOYOYTA
MCP1378016N,230068046,Montgomery County Police,Injury Crash,11/24/2023 11:35,STRAIGHT MOVEMENT ANGLE,162667BF-A70A-46ED-BD84-8DCC6D4E8D9C,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,A0C55DF6-1842-4549-8B7B-10E5FFDC7EDA,DISABLING,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,East,35,2009,HONDA
EJ7888004S,230050416,Gaithersburg Police Depar,Property Damage Crash,8/20/2023 18:15,HEAD ON LEFT TURN,8FEF5483-CEAA-439D-8AEC-AD6D268D16C9,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,FA4744C7-6984-487D-877F-E7B9715A15B2,DISABLING,EIGHT OCLOCK,(SPORT) UTILITY VEHICLE,ACCELERATING,South,30,2007,MITS
MCP2782004S,230049980,Montgomery County Police,Injury Crash,8/17/2023 18:39,STRAIGHT MOVEMENT ANGLE,3B79C0DD-6A2B-4D51-A2F4-573A58792F71,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,DEE5E6D7-6EC2-4CF8-9097-32186463F506,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,35,2020,CHEVROLET
EJ7885003P,230063613,Gaithersburg Police Depar,Injury Crash,10/31/2023 15:34,SAME DIRECTION SIDESWIPE,F8D90B1F-D15D-45C9-94DF-A5E790038309,Yes,POSSIBLE INJURY,N/A,UNKNOWN,MD,205A5A80-4897-4A72-8FAB-08CB4C8B6E91,FUNCTIONAL,THREE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,2017,NISS
MCP26080055,230046873,Montgomery County Police,Injury Crash,7/29/2023 21:11,SAME DIR REAR END,36E5BC34-7366-4AE7-90F7-0D42614307BD,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C42A9160-39BD-4F04-B2E5-AB774219B3CE,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,2014,HYUNDAI
DD5665001N,230064393,Rockville Police Departme,Property Damage Crash,11/4/2023 13:55,STRAIGHT MOVEMENT ANGLE,09674D8B-7CFE-4BAB-8C0E-88B5A9A4BC68,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,34A37BC1-9A03-4ABC-A9D6-DE3AF67A29A5,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,2015,KIA
MCP3277003D,230073934,Montgomery County Police,Property Damage Crash,12/28/2023 5:09,SINGLE VEHICLE,E9AB4B4F-92BE-415A-ADA0-C9E72FC6AB7E,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,MD,EEA9F5A5-5C0A-49D6-B44A-4EEA0FDA2EF3,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,SKIDDING,North,35,2015,CHRYSLER
MCP23390086,230022456,Montgomery County Police,Injury Crash,5/10/2023 17:01,OTHER,3660E464-4505-4A40-98FB-194428788196,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,ED48113C-61B3-44F7-A2C9-63E41C14DA59,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,35,2018,TOYOTA
MCP3372001B,230054287,Montgomery County Police,Property Damage Crash,9/11/2023 17:08,STRAIGHT MOVEMENT ANGLE,F4C1BE7C-673A-433A-9CE1-66EE1D383165,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,E3D45577-265B-4F31-9C3D-454BB4703548,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,West,25,2018,TOYOTA
MCP28880027,230070696,Montgomery County Police,Property Damage Crash,12/8/2023 21:05,SAME DIRECTION SIDESWIPE,9F37F7BE-7DC6-4909-A5DD-55874E1B5221,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,1A02FC0C-A4B9-4A6F-8FDD-D3C7D7DDB8F8,UNKNOWN,TWO OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,West,40,2005,GMC
MCP33420014,230047708,Montgomery County Police,Injury Crash,8/3/2023 21:28,SAME DIR REAR END,FB339A06-DD87-4A0D-AC95-468E89A30049,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,NJ,669B8908-76C1-4DCC-8655-B0B6213B88DE,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,2011,HYUND
MCP9301004T,230064531,Montgomery County Police,Injury Crash,11/5/2023 12:00,STRAIGHT MOVEMENT ANGLE,C645E52E-60E4-40DA-890A-51434927D426,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,E5092346-1FA4-46EB-A797-F0724CBA6EBA,SUPERFICIAL,TWELVE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,West,30,2004,FORD
MCP2846008Y,230034257,Montgomery County Police,Injury Crash,7/18/2023 20:10,OTHER,A26DDB54-4D10-4A35-8D9E-C13BCFB5DDF6,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,99AD6D25-2626-4F6A-854E-DB77D4FD140A,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,West,35,2012,TOYT
MCP2203007W,230072570,Montgomery County Police,Property Damage Crash,12/19/2023 14:05,SAME DIR REAR END,E8772460-96EC-47ED-93E5-FEF69CC61895,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,948EF412-E710-4CF6-AA4F-2F098F6E3A5D,SUPERFICIAL,TWELVE OCLOCK,OTHER,SLOWING OR STOPPING,North,25,2000,FORD
MCP21070047,230053641,Montgomery County Police,Injury Crash,9/7/2023 12:49,STRAIGHT MOVEMENT ANGLE,D9D8D0D1-3191-4BAF-931C-F2D539E8DB98,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,22C24EE5-39AA-473B-BA10-C089BDEBF73F,DISABLING,NINE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,2022,TOYOTA
MCP271700Y0,230058107,Montgomery County Police,Injury Crash,10/2/2023 15:30,SAME DIRECTION SIDESWIPE,337C0436-7B3C-44D3-A1CB-AB34F206DD0D,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,AC1785A1-67D4-4275-B7E9-E7E8CBB38908,DISABLING,ONE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,South,55,2017,CHEVROLT
MCP20470052,230056941,Montgomery County Police,Property Damage Crash,9/26/2023 11:23,HEAD ON LEFT TURN,9807C9D5-E130-411E-9574-5DE0665861CF,Yes,NO APPARENT INJURY,"N/A, WET",LOOKED BUT DID NOT SEE,MD,3C21991C-FEF2-473E-BD69-F0058B7D9DA0,SUPERFICIAL,TEN OCLOCK,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",MAKING LEFT TURN,West,25,2013,ISUZU
MCP30080043,230065492,Montgomery County Police,Injury Crash,11/10/2023 0:01,STRAIGHT MOVEMENT ANGLE,3A071662-1452-4BCF-ADC8-FB44407772FD,No,POSSIBLE INJURY,N/A,UNKNOWN,MD,511BB844-2448-4D2E-8BE5-DA6E599BDD5A,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,30,2010,NISSAN
MCP30940035,230046057,Montgomery County Police,Injury Crash,7/25/2023 17:59,SAME DIR REAR END,FAD52601-44A2-45BD-92EE-8EE227278C26,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,E089A91F-40D0-43C2-A3A8-4C9FD576D365,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,35,2008,TOYOTA
MCP2055003G,220055666,Montgomery County Police,Property Damage Crash,12/16/2022 9:40,SAME DIR REAR END,762AE2BD-BE65-4B28-A756-CF60B118F74B,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,18770DBF-DF1A-4555-8098-721A616B069D,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,45,2002,CHRYSLER
MCP33730019,230049683,Montgomery County Police,Injury Crash,8/16/2023 1:22,STRAIGHT MOVEMENT ANGLE,29778879-28BF-4BD9-9AB7-0F86B6EB1A0F,Yes,SUSPECTED MINOR INJURY,N/A,UNKNOWN,IN,57C33A10-DF3F-4A45-8FDF-34E2E2392C58,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,30,2021,BMW
MCP33040017,230055398,Montgomery County Police,Property Damage Crash,9/16/2023 21:05,SAME DIR REND RIGHT TURN,68C4616F-0ABC-410F-8020-007BFE9216F5,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,6794C8BD-A914-40DD-A20A-DF1814CB5F3F,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,25,2019,MAZDA
DM85030010,230059593,Takoma Park Police Depart,Property Damage Crash,10/10/2023 8:05,OTHER,7AFA0FB4-745F-4F13-B762-8EFEE8DF6846,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,AD433528-6854-4154-9FF0-C4C1694C0688,DISABLING,THREE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,25,2006,TOYOTA
MCP3170003Q,230071137,Montgomery County Police,Injury Crash,12/11/2023 16:31,SAME DIR REAR END,E0A10E3B-C3A8-4FCD-AD2D-7B12DDE40787,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,1F20C45A-0363-450D-88F2-80ED1C207B0F,NO DAMAGE,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,35,2020,TOYT
MCP14980002,200013264,Montgomery County Police,Property Damage Crash,3/19/2020 8:30,OTHER,7073FE7D-0092-4AD9-AD5B-A065B062324D,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,967F99A0-DC33-4622-8728-BFE36FCE4380,UNKNOWN,UNKNOWN,,UNKNOWN,South,0,0,UNKNOWN
MCP3207003Q,230073857,Montgomery County Police,Injury Crash,12/27/2023 15:17,STRAIGHT MOVEMENT ANGLE,83903612-3E61-47A0-B473-EF4ACE9ABD78,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,D6191B82-3AFE-4B88-8CEC-BC132E6BD8C8,DISABLING,TEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,South,40,2019,NISSAN
MCP302600C8,230073285,Montgomery County Police,Property Damage Crash,12/23/2023 10:14,SAME DIRECTION LEFT TURN,512DCFFD-63B0-428F-A3A3-7673A6626DA1,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,3F0B5132-EC5D-4434-A174-AABE5354F99E,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,35,2015,TOYOTA
MCP3220004G,230069349,Montgomery County Police,Property Damage Crash,12/1/2023 16:34,SAME DIR REAR END,49DB4B56-5A9A-450A-A4A0-78B8BAA0F2B6,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,05130BFF-5F6E-4065-9E7D-33232B4C8E38,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,35,2023,HOND
MCP2564003P,230057048,Montgomery County Police,Property Damage Crash,9/26/2023 18:50,OTHER,C2DB1B98-0F97-4202-90E2-C2B3B9DFD2C3,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,D78249BA-D976-4B2F-9F7F-E473F95BFB0A,SUPERFICIAL,SEVEN OCLOCK,(SPORT) UTILITY VEHICLE,PARKED,,25,2016,FORD
MCP2931005J,210042848,Montgomery County Police,Injury Crash,10/24/2021 19:55,SINGLE VEHICLE,44B187D8-2B6B-4420-807A-DF0155A2278D,Yes,POSSIBLE INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,25FC5797-DD4B-4753-9166-9182FE3BB53A,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,Unknown,0,2009,HOND
MCP3053006V,230059423,Montgomery County Police,Property Damage Crash,10/9/2023 10:28,SAME DIR REAR END,A785B309-B027-4683-BE0F-7C70C3E1BC01,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,F94BA4EE-2F56-448B-934F-D582C246FB20,FUNCTIONAL,SEVEN OCLOCK,OTHER,MOVING CONSTANT SPEED,North,20,2019,MAKE
MCP1400001J,230064456,Montgomery County Police,Property Damage Crash,11/4/2023 17:30,SAME DIRECTION SIDESWIPE,795F5471-7442-46F2-A016-028892AC4023,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,83707607-95C5-481F-9C23-B1D396F82EB1,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,ACCELERATING,West,30,2017,TOYOTA
MCP32770035,230050582,Montgomery County Police,Property Damage Crash,8/21/2023 17:32,STRAIGHT MOVEMENT ANGLE,81F87048-013D-4DA9-A049-B3633C100C89,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,5B48F196-7486-41C8-B0D1-261DBF714E10,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,2016,SUBA
MCP3200009V,230065569,Montgomery County Police,Injury Crash,11/10/2023 11:24,OTHER,38FAC474-C36C-44CF-9898-5B551DA2EDE3,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,CA,561C57F7-72EF-4353-86CB-790227E8B7C4,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,35,2011,NISSAN
MCP3256002R,230073573,Montgomery County Police,Injury Crash,12/25/2023 18:26,SAME DIR REAR END,5121A894-8A45-4AFA-876D-55E06229B0D9,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,2077DD69-7664-48A7-91A4-00E586DE972B,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,55,2018,HONDA
DD5660000X,230070671,Rockville Police Departme,Property Damage Crash,12/8/2023 17:58,HEAD ON LEFT TURN,CF965E5F-307B-4440-8040-0CDF56DA52A0,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,82691218-5076-4616-AE6B-B26E52D5D4CF,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,2017,NISSAN
EJ78370077,230062318,Gaithersburg Police Depar,Injury Crash,10/24/2023 14:00,ANGLE MEETS RIGHT TURN,AA521CD2-B6D8-49F4-A99F-ADE0A18CAE2F,Unknown,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,6E91AD2E-CBAB-4E81-95C4-B90EFC38158C,DISABLING,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM LANE,East,30,2017,TOYOTA
MCP29620087,230056616,Montgomery County Police,Property Damage Crash,9/24/2023 12:16,HEAD ON LEFT TURN,8D1CD884-14EA-4A6E-BEDE-CD1E344329B9,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,C0EAF6EE-5AB1-46A8-8035-47AC078254C1,FUNCTIONAL,EIGHT OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,South,35,2022,TOYOTA
EJ7781004C,230051272,Gaithersburg Police Depar,Injury Crash,8/25/2023 12:50,HEAD ON LEFT TURN,5AFB0F81-0054-4023-88C5-97CF7B520963,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,66EF67A9-C6E8-4DA6-90C3-E360C85E4D04,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,25,2013,TOYT
